userid,school,other_school,majors,minors,age_bin,classification,first_generation,datascience_experience,technology_experience,num_hackathons_attended,workshop_suggestions,relavent_industries
d4b8793da65f7f1f2435b935691bcb1f,Texas A&M University,,['Physics'],['Mathematics'],"(18, 20]",Jr,FALSE,0,"['Excel', 'Python']",0,,[]
e3bb1cab8561b1a1afb4954b394d338c,Texas A&M University,,['Statistics'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'R', 'SQL', 'Pandas', 'NumPy']",1-3,,"['technology', 'finance', 'education']"
700964e0e485a44bb20225f3d0e2e0da,Texas A&M University,,"['Computer Science & Engineering', 'Mathematics']",[],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'Pandas', 'NumPy', 'full_stack']",4-7,different models to work with,"['technology', 'consulting', 'finance']"
5aa0011667d9230fa3e164958d564076,Texas A&M University,,['Management Information Systems'],[],"(25, 30]",Ma,FALSE,2,"['Excel', 'Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'cloud']",1-3,,"['technology', 'finance', 'healthcare']"
2fbaa0fab0f2250a8533eaa850bf0214,Texas A&M University,,['Biomedical Engineering'],[],"(20, 22]",Sr,TRUE,1,[],0,,[]
eeac52ace73f10eefb14fccaa028905e,United States Air Force Academy,,"['Applied Mathematics', 'Computer Science & Engineering']",[],"(18, 20]",So,FALSE,1,"['Python', 'MATLAB', 'cloud']",0,,"['technology', 'education', 'aerospace']"
ab7b960764e3ad81010b8cacb2202e62,Purdue University,,"['Data Science & Analytics', 'Economics']",[],"(18, 20]",Sr,FALSE,2,"['Excel', 'Python', 'R', 'Pandas', 'NumPy']",0,I'd be interested in seeing a workshop about the application of data science / machine learning to the finance industry.,[]
806d8ca1254518e5ac49e76b2db9bfe3,Colorado School of Mines,,"['Computer Science & Engineering', 'Data Science & Analytics']",['Economics'],"(20, 22]",Sr,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack']",1-3,,"['technology', 'energy', 'consulting', 'education']"
8bd677eea9d76b1f54168ab067c8af55,Texas A&M University,,"['International Studies', 'Political Science']",[],"(18, 20]",Jr,TRUE,2,"['Excel', 'cloud']",0,,"['consulting', 'education', 'public_policy']"
8c63ad107fce751a7830a660123ada4d,Georgia State University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'Tableau']",1-3,Whatever is offered,['technology']
a98ade150bb8ff2e1576c2ec0f529203,Other,L.D. College of Engineering,['Computer Science & Engineering'],['Computer Science & Engineering'],"(20, 22]",Sr,FALSE,2,"['Python', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack']",8-10,"Machine Learning in Industry,
Kickstarting career as a Data Scientist","['technology', 'finance', 'transportation', 'education', 'sports', 'healthcare', 'insurance', 'retail']"
c95e8d7f3e900de00cc77ef045918d1d,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,0,"['Python', 'full_stack']",1-3,"Intro to Data Visualization, Intro to Data Cleaning, Scraping the Web",['technology']
e1ad107ffa2f3be855e5adc79986be33,Texas A&M University,,['Industrial and/or Systems Engineering'],[],"(22, 25]",Ma,FALSE,4,[],0,,[]
78f7b0794797f8ed4f70ec0bf00e9195,"University of Houston, Downtown",,['Computer Science & Engineering'],['Mathematics'],"(22, 25]",Sr,FALSE,2,"['Excel', 'Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'full_stack']",1-3,,"['technology', 'consulting']"
0f7f3e4cb9c262911725b123033d5826,Illinois Institute of Technology,,['Computer Science & Engineering'],['Mathematics'],"(25, 30]",Ma,FALSE,4,"['Python', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",1-3,,[]
07041183bf8891b2abe99c0a298e1816,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,FALSE,1,"['Python', 'Tableau', 'SQL']",1-3,,[]
f1eda7f968bd853dbe76499834061b32,Texas A&M University,,['Electronic Systems Engineering'],[],"(18, 20]",Jr,TRUE,0,"['Excel', 'Python', 'cloud']",4-7,,[]
c22c3bb0704439513d28b47a73ea30d6,New York University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,TRUE,0,[],0,,[]
5612746d1b877b13868abdb0d12a60ac,University of Houston,,['Applied Mathematics'],[],"(25, 30]",PhD,FALSE,3,[],1-3,,[]
a749eda536e7b749c19001c75cadbcc7,Texas A&M University,,['Economics'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'R', 'MATLAB']",0,,[]
8ff11a16ac9bcf25ae595c2cbb295a3c,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,TRUE,1,"['Excel', 'Python', 'R', 'SQL', 'NumPy', 'full_stack']",1-3,,['technology']
a9ce9059ffc89615879d031a5dea85bb,University of Houston,,['Management Information Systems'],[],"(18, 20]",So,FALSE,2,"['Python', 'Pandas', 'NumPy', 'Scikit-learn']",0,Machine Learning with Scikit-Learn,"['sports', 'healthcare']"
1dc97908b80398907fdc6195d4236067,Texas A&M University,,['Applied Mathematics'],[],"(18, 20]",So,FALSE,0,['Python'],0,,"['technology', 'consulting', 'sports']"
d4d420a2fb63eafe58535b27b4fc56a2,Texas A&M University,,['Electrical Engineering'],['Mathematics'],"(22, 25]",Sr,TRUE,2,"['Excel', 'Python', 'SQL', 'MATLAB']",1-3,,"['technology', 'energy', 'aerospace']"
c1741ff20377ed7f755428639c299ef0,Other,University of Toronto,['Mechanical Engineering'],['Business'],"(20, 22]",Sr,FALSE,1,"['Python', 'R', 'SQL', 'MATLAB']",0,,"['technology', 'aerospace']"
8106344ba1b7a5a8c940365dddc1848b,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",So,FALSE,1,"['Python', 'TensorFlow', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,,[]
8753472d4c0faf9a861ff649180ad488,Other,Biskra university,['Computer Science & Engineering'],['Computer Science & Engineering'],"(22, 25]",Ma,FALSE,0,"['Python', 'Pandas', 'Scikit-learn', 'MATLAB', 'full_stack']",0,,[]
c610facf65657fc203107c4b7d4d7b16,Texas A&M University,,['Mechanical Engineering'],[],"(18, 20]",So,FALSE,1,[],0,,"['technology', 'consulting', 'finance']"
d39fbbe9a9aae5eed7c6cc5bc450564a,Texas A&M University,,['Biomedical Engineering'],[],"(20, 22]",Jr,FALSE,2,"['Excel', 'Python', 'R', 'NumPy', 'MATLAB']",0,"CAD design workshops, python workshops, labview workshops","['technology', 'healthcare', 'retail']"
9f19daa2405652336a31d7bd44a0d1e1,Texas A&M University,,['Applied Mathematics'],[],"(15, 18]",Fr,TRUE,0,[],0,,[]
9c781c4ce2e522596547b2d1e5e0189e,Texas A&M University,,['Mechanical Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'Tableau', 'Pandas', 'NumPy', 'MATLAB']",0,"Machine learning and AI Application in real world, best practices for data management, programming in design/Art/Mechanical engineering",[]
a455bbd741b644b0f26cc93444d5886d,Texas A&M University,,['Management Information Systems'],['Data Science & Analytics'],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,,[]
1682fd978350f07ea3cfad64dc392481,University of Texas at Dallas,,['Computer Science & Engineering'],['Analytics'],"(15, 18]",So,FALSE,1,"['Python', 'TensorFlow', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,"1. Building a simple anomaly detection model
2. Analyzing images and fast storing and retrieving from SQL","['technology', 'finance', 'education', 'retail']"
35fd1e432edef6ba9d540f76d1c6764e,Texas A&M University,,['Petroleum Engineering'],[],"(20, 22]",Ma,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'SQL', 'Pandas', 'Scikit-learn', 'MATLAB']",4-7,,"['technology', 'energy', 'consulting', 'finance', 'insurance']"
b828ab8f3b0e2a511d50a2e677aa1f46,Other,VIT Vellore,['Computer Science & Engineering'],['Biology'],"(18, 20]",Sr,FALSE,2,"['Python', 'TensorFlow', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack']",4-7,About full stack development,[]
b5f8d58887bfbc3ceab5bf6f42ea77b5,University of Texas at Austin,,['Biomedical Engineering'],[],"(22, 25]",O,TRUE,1,[],1-3,,[]
55df1397f86943fc11673d9c85de192e,Texas A&M University,,['Industrial and/or Systems Engineering'],[],"(30, 50]",PhD,FALSE,2,"['Python', 'TensorFlow', 'Pytorch', 'R', 'SQL']",1-3,,"['technology', 'energy', 'finance']"
1999128e685e2d2c3e33361844738dac,Texas A&M University,,['Computer Science & Engineering'],"['Mathematics', 'Physics']","(18, 20]",Jr,FALSE,2,"['Python', 'TensorFlow', 'Scikit-learn', 'cloud']",1-3,Mathematical/Statistical methods for machine learning (emphasis on the rigorous mathematics),"['technology', 'energy']"
69da997fdf7e5aa1800f2e0886d0443b,University of Arizona,,['Information Science'],[],"(20, 22]",Jr,FALSE,0,"['Excel', 'Python', 'R']",0,"Introduction to NLP, Cloud computing, Data analytics, and Data science : Beginner Friendly Classes.","['technology', 'consulting', 'other']"
9e6be226e1521eed6e119e544dc5a151,University of Texas at Austin,,"['Finance', 'Management Information Systems']",['Computer Science & Engineering'],"(18, 20]",Jr,FALSE,2,"['Python', 'TensorFlow', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack', 'cloud']",4-7,,[]
989662d5da3b4939fd3f4d552f603a7b,Texas A&M University,,['Computer Science & Engineering'],[],"(30, 50]",Ma,FALSE,2,[],0,,[]
09fd808ebbe7823b371df711e5669d84,Trinity University,,"['Economics', 'English']","['Teaching, Learning & Culture']","(15, 18]",So,TRUE,1,"['Excel', 'Python', 'Tableau', 'R', 'Pandas', 'NumPy', 'Scikit-learn']",0,I'm open to whatever's in the works :),"['consulting', 'education', 'healthcare', 'public_policy']"
3d9f9e944157cf611f402195a2c51f16,Texas A&M University,,['Computer Science & Engineering'],[],"(25, 30]",Ma,TRUE,4,"['Excel', 'Python', 'TensorFlow', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,,['technology']
7fb077d3336c14e2ac9aa54e3038dd85,University of Texas at Dallas,,['Management Information Systems'],[],"(30, 50]",O,FALSE,2,"['Excel', 'Python', 'Tableau', 'SQL', 'Pandas', 'NumPy']",1-3,"Data science, Machine learning introductory workshops",[]
86417ac518b68a274def4296885ece34,Texas A&M University,,['Computer Science & Engineering'],[],"(25, 30]",Ma,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,,"['technology', 'consulting', 'healthcare']"
8b4ac0aad57dc143c9867916c0649b1c,Other,Lovely Professional University,['Biomedical Engineering'],[],"(18, 20]",So,FALSE,3,"['Python', 'TensorFlow', 'Pytorch', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,,"['education', 'healthcare', 'aerospace']"
372dc0020c03cca43f7c446db0cff607,Texas A&M University,,"['Neuroscience', 'Psychology']",[],"(22, 25]",PhD,FALSE,2,"['Python', 'Pytorch', 'R', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,,[]
04594374cf141dfd493413257bce9514,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(18, 20]",So,FALSE,2,"['Python', 'TensorFlow', 'SQL', 'NumPy']",1-3,Resume building,"['technology', 'energy', 'consulting']"
e1f79f224eae92787a44c8371b1750c0,Texas A&M University,,['Computer Science & Engineering'],['Business'],"(18, 20]",Jr,FALSE,1,['Python'],1-3,,['technology']
12181fb238327b82c42a7a8535debe65,Texas A&M University,,['Educational Administration & Human Resource Development'],['Business'],"(18, 20]",So,FALSE,1,['Python'],1-3,Probably a workshop related to AI or chatbots.,[]
98e9348c5842afbe9517da222371598b,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,3,[],1-3,,"['technology', 'energy', 'finance', 'public_policy']"
5f2b140c258bad63a6aeaedfdb829605,Texas A&M University,,['Chemical Engineering'],[],"(18, 20]",So,FALSE,1,['Python'],0,,[]
76d96bba82ee896280efe5c0ece71816,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,TRUE,0,"['Python', 'NumPy']",1-3,Introduction to Data Science workshops,"['technology', 'sports']"
1041ae409d5c0871da260341f0741889,Georgia Institute of Technology,,['Analytics'],[],"(22, 25]",Ma,TRUE,2,"['Excel', 'Python', 'Tableau', 'TensorFlow', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",8-10,Hardware acceleration,"['technology', 'finance', 'healthcare']"
a4ad4032fe54ed8a4edb476d3f7ddd3b,Texas A&M University,,['Statistics'],[],"(30, 50]",Ma,FALSE,3,"['Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,[]
04dcbd827fb0262e78ca62aabe65f085,Denison University,,['Computer Science & Engineering'],['Chemistry'],"(18, 20]",So,FALSE,1,"['Excel', 'Python', 'Pandas']",1-3,,"['technology', 'aerospace']"
b6fa2de6001336bcd33967045cb161aa,University of Houston,,['Computer Science & Engineering'],"['Management Information Systems', 'Mathematics']","(20, 22]",Sr,FALSE,2,"['Excel', 'Python', 'R', 'SQL', 'MATLAB']",1-3,,[]
ee7737bafb6eb535bd3431d899935d89,University of Michigan - Ann Arbor,,['Data Science & Analytics'],[],"(30, 50]",Ma,FALSE,1,"['Excel', 'Python', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,,"['finance', 'healthcare']"
03425cf748b8df82d4e51c11691365c3,Texas A&M University,,['Management Information Systems'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'Tableau', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",1-3,,"['technology', 'consulting', 'healthcare', 'retail']"
7a7a932e72ee1dd879fc4de1c60c9ce0,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,2,"['Python', 'TensorFlow', 'Pytorch', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn']",4-7,,['technology']
26e300de8b87cc0410d97a9ff093ed2b,New York University,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'full_stack', 'cloud']",8-10,"Using Google Cloud ML APIs for project development, a quick Kaggle competition","['technology', 'finance', 'education', 'healthcare', 'retail']"
265d2da651c6b29d8d809cc1923deef7,Texas A&M University,,['Computer Science & Engineering'],['Computer Science & Engineering'],"(20, 22]",Sr,FALSE,1,"['Excel', 'Python', 'SQL', 'full_stack', 'dev_ops', 'cloud']",1-3,,[]
0334c0a60a6badc037243e9be88680ec,University of Texas at Austin,,"['Analytics', 'Data Science & Analytics']",['Computer Science & Engineering'],"(25, 30]",Ma,FALSE,2,"['Python', 'Tableau', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",0,,"['technology', 'consulting', 'finance']"
c1f092f330836aaf3004f11e34b70c0d,Texas A&M University,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,3,[],1-3,,[]
3bdbe1bf12561065d82ff86f23f35051,Other,North Idaho College,['Other'],[],"(20, 22]",So,FALSE,1,"['Excel', 'Python']",1-3,,['retail']
a74db3e03f1cb56a64e78e3d3e0aecaf,University of North Texas,,['Computer Science & Engineering'],['Mathematics'],"(20, 22]",Jr,TRUE,3,"['Python', 'Pandas']",8-10,PowerBI,[]
24a06e3dcddf35def194786780ada0a5,Texas A&M University - Commerce,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,['Python'],1-3,,[]
86522622e0eb520569a6c4ab2474215f,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,1,"['Excel', 'Python', 'TensorFlow', 'Pandas', 'NumPy']",1-3,,"['technology', 'healthcare', 'aerospace']"
e2e1742016344a7ef54d1e513f712e24,University of Chicago,,['Analytics'],[],"(20, 22]",Ma,FALSE,2,"['Excel', 'Python', 'Tableau', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",0,,['consulting']
e15df2eeb084bdece052c908b92399c8,Other,Florida Polytechnic University,['Computer Science & Engineering'],['Data Science & Analytics'],"(22, 25]",Ma,FALSE,3,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'MATLAB']",1-3,"Text Mining, data mining, data visualization, database topics.","['technology', 'education', 'other']"
81e4814ba8f9638751edf911ac4505df,Other,Saint Louis University,['Computer Science & Engineering'],['Business'],"(18, 20]",Jr,FALSE,2,"['Pytorch', 'full_stack']",0,,[]
360757e3a30ca67f1c67caba3932afb7,Texas A&M University,,"['Computer Science & Engineering', 'Engineering Technology & Industrial Distribution']",[],"(30, 50]",Ma,TRUE,2,"['Excel', 'Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'cloud']",1-3,Machine learning pipeline and hyperparameter tuning best practices using scikit-learn.,"['energy', 'finance', 'healthcare']"
a782244143262f39f12d88400b6960d0,Other,Western University,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'SQL', 'full_stack']",8-10,,[]
01950b3291955b46c2fc5fce920ddd8a,Texas A&M University,,['Biology'],[],"(20, 22]",Sr,FALSE,1,"['Excel', 'Python', 'MATLAB']",0,,"['healthcare', 'public_policy']"
c14ad9341f44ab8b2cd446482f1ab66c,Texas A&M University,,['Petroleum Engineering'],[],"(25, 30]",Ma,TRUE,0,['Python'],0,Basic Training!,['energy']
e63df96b5d6a4df80dfd8ba3be9ee90c,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Jr,FALSE,0,[],0,,[]
c4f45bdd59ace6c32c8868679076dcc2,Texas A&M University,,['Nuclear Engineering'],"['Computer Science & Engineering', 'Mathematics']","(18, 20]",Sr,FALSE,3,"['Excel', 'Python', 'TensorFlow', 'NumPy', 'MATLAB']",0,,"['technology', 'energy']"
892b1052540720ae1b2a61e1e4dee308,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,0,[],0,"DS intro, DS mock interview types","['technology', 'other']"
29071cbbe41438db064b2b493117bbae,Washington University in St. Louis,,"['Biomedical Engineering', 'Computer Science & Engineering']",[],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",0,,"['technology', 'healthcare']"
2fc3cec9363df624b27a83874205f66d,Boise State University,,['Computer Science & Engineering'],[],"(15, 18]",So,TRUE,2,"['Excel', 'Python', 'cloud']",0,,['energy']
f58546ba13c812e42233cd96ff1dfac8,Texas A&M University,,['Soil and Crop Sciences'],[],"(30, 50]",PhD,FALSE,2,[],1-3,,[]
92c71dd17f2128aa1749662f267b65b5,Texas A&M University,,['Computer Science & Engineering'],['Business'],"(15, 18]",Jr,TRUE,2,"['Excel', 'Python', 'Pytorch', 'SQL', 'NumPy', 'MATLAB', 'full_stack', 'dev_ops', 'cloud']",4-7,All sorts of workshops from leading companies in the tech world.,"['technology', 'energy', 'consulting', 'finance', 'sports']"
2bc00cdd2e1f6a720a35a3d7272c916f,Other,Université de Sherbrooke,['Computer Science & Engineering'],[],"(22, 25]",Sr,FALSE,1,"['Python', 'SQL', 'NumPy', 'MATLAB', 'full_stack', 'dev_ops', 'cloud']",4-7,,[]
0b0410e9c88bab08e47739d4f5c0f92d,Colorado School of Mines,,['Computer Science & Engineering'],['Other'],"(20, 22]",Sr,TRUE,2,"['Excel', 'Python', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn']",1-3,"""Side Projects that Impress Employers""",['technology']
b4e26a2849cf750785619f8391930fb3,"University of California, Berkeley",,['Computer Science & Engineering'],['Statistics'],"(18, 20]",Jr,FALSE,2,"['Python', 'Keras', 'Pandas', 'NumPy']",0,,[]
a7b5e583d75327c85704850d765f288f,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",So,FALSE,1,"['Python', 'TensorFlow', 'R', 'SQL', 'Pandas', 'NumPy', 'cloud']",4-7,,"['technology', 'consulting', 'finance']"
5260f52602b82e5a2fec7fe72d66c552,Washington University in St. Louis,,['Computer Science & Engineering'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",0,,"['technology', 'consulting', 'finance', 'sports', 'healthcare']"
918cfb7d19b572edfd9fcf55eac561e8,Texas A&M University,,"['Computer Science & Engineering', 'Electrical Engineering']","['Mathematics', 'Other']","(18, 20]",Sr,FALSE,3,"['Excel', 'Python', 'Tableau', 'TensorFlow', 'Pytorch', 'R', 'SQL', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'cloud']",1-3,"Machine Learning, deep learning, and Database workshops. Since BERT is a newer deep learning model, I think many people might be interested in working with it.","['technology', 'consulting', 'other']"
04c27e1d63b5ab740d6ce30f15fe5651,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",So,TRUE,0,"['Excel', 'Python']",0,Any,"['technology', 'energy', 'consulting']"
a1c0f7c106ba67bf29c687e17ca70392,Texas A&M University,,['Computer Science & Engineering'],['Statistics'],"(18, 20]",Sr,TRUE,0,['Python'],0,,['technology']
fe3a8c212dae7aab9e47f109a7413961,University of Maryland at College Park,,"['Data Science & Analytics', 'Information Science']",[],"(22, 25]",O,FALSE,3,"['Excel', 'Python', 'Tableau', 'R', 'SQL', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB', 'full_stack', 'cloud']",1-3,Practical (code oriented) workshop on NLP. How to make the most of your internship. What we can do to get more interviews when applying (advice).,['technology']
26c8890d80a3562c13241802e40219b2,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",So,TRUE,0,['Python'],0,,[]
964a6c6789161a0950ebb174f8864009,Texas A&M University,,['Biomedical Engineering'],[],"(18, 20]",Jr,FALSE,2,"['Excel', 'Python', 'R', 'MATLAB']",0,"I would like to see workshops relating to python, since python is becoming a big programming language.","['technology', 'healthcare']"
c3e4455030bb232307e77eb379324ca8,Texas A&M University,,['Chemical Engineering'],['Chemistry'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'MATLAB']",0,,"['technology', 'energy', 'other']"
97eecc50b3b44c14d98133475f751413,Texas A&M University,,"['Material Science', 'Nuclear Engineering']",['Nuclear Engineering'],"(30, 50]",PhD,FALSE,1,[],0,,[]
75348b2d96c1528ac3412f5cb925876b,University of Rochester,,"['Computer Science & Engineering', 'Mathematics']",[],"(18, 20]",Jr,FALSE,2,"['Python', 'Pytorch', 'Pandas', 'NumPy', 'Scikit-learn']",0,,['finance']
d340f9f35e6aafd919abdfd1be97180a,Texas A&M University,,['Industrial and/or Systems Engineering'],['Computer Science & Engineering'],"(18, 20]",Jr,FALSE,2,"['Python', 'Pytorch', 'SQL', 'NumPy', 'MATLAB', 'full_stack', 'cloud']",4-7,"google firebase, managing mobile databases efficiently","['technology', 'finance', 'sports', 'retail']"
6cc38e413c9eedc006311dce4199cb44,Texas A&M University,,['Computer Science & Engineering'],['Statistics'],"(18, 20]",Jr,FALSE,1,"['Excel', 'Python', 'R', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,I want to be able,"['technology', 'energy', 'consulting', 'finance', 'transportation', 'education', 'healthcare', 'aerospace']"
77d1ee24e6ba94728e1f5521ed7a6d5f,University of Houston,,['Management Information Systems'],[],"(22, 25]",Jr,TRUE,1,"['Python', 'SQL', 'full_stack']",1-3,,[]
ac204874497d58d579fd9803c9819080,Texas A&M University,,"['Computer Science & Engineering', 'Psychology']",[],"(22, 25]",PhD,TRUE,2,"['Excel', 'Python', 'TensorFlow', 'R', 'Keras', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,,[]
ab2e06e2944e9e9841acb1eb0a57972c,Other,University of Waterloo,"['Computer Science & Engineering', 'Electrical Engineering']",[],"(22, 25]",Ma,FALSE,3,"['Excel', 'Python', 'TensorFlow', 'Pytorch', 'NumPy', 'Scikit-learn', 'cloud']",10+,Workshop on the use of Kafka,"['healthcare', 'other']"
5d701147bd01a98e1bedc26a75dd176b,Texas A&M University,,['Analytics'],[],"(25, 30]",Ma,FALSE,0,"['Excel', 'Tableau', 'R', 'SQL']",0,"Python, SQL, TensorFlow, Pandas, NumPy, Cloud (e.g. Azure, AWS, & GCP), Tableau, and Power BI.","['technology', 'education', 'healthcare', 'public_policy', 'other']"
aa4cc9f61a0a38924ca690d69d2df4f2,Texas A&M University,,['Visualization'],[],"(15, 18]",Fr,TRUE,0,"['Excel', 'Python']",0,,[]
5557e135af82e1a2538b751e635cec96,Texas A&M University,,['Computer Science & Engineering'],[],"(20, 22]",Ma,FALSE,3,[],1-3,,[]
3d4ae97932281c710c2b1373b655d25c,Other,Epfl,['Applied Mathematics'],['Data Science & Analytics'],"(20, 22]",Ma,FALSE,1,"['Python', 'R', 'Pandas', 'NumPy']",0,,['finance']
96653971f6caae66b324f05b54365d2d,Texas A&M University,,['Analytics'],[],"(22, 25]",Ma,FALSE,2,"['Excel', 'Python', 'Pandas', 'NumPy', 'MATLAB', 'dev_ops']",0,,"['technology', 'energy', 'aerospace']"
997fa65e87c04820215169868145934c,University of North Texas,,['Computer Science & Engineering'],[],"(30, 50]",Jr,FALSE,0,[],0,I’m not sure. Anything I get to practice with will help me expand my current knowledge.,[]
844d1a27213b669b496a6cde26ca243c,University of Houston,,['Computer Science & Engineering'],"['Applied Mathematics', 'Finance']","(18, 20]",Jr,TRUE,0,"['Python', 'SQL', 'full_stack']",1-3,Beginner friendly intro workshops maybe. I have attended many similar events and many student are usually overwhelmed due a lack of experience.,"['finance', 'aerospace', 'other']"
8dd56e6b98cedca2c6fd1f4fe774ad1c,Texas A&M University,,['Computer Science & Engineering'],['Mathematics'],"(15, 18]",Jr,FALSE,1,"['Excel', 'Python', 'Pandas', 'NumPy']",1-3,,[]
21f4332ce52fdeaf87154df76c1e09bc,Other,CSU,['Mathematics'],[],"(22, 25]",O,TRUE,2,"['Excel', 'Python', 'Tableau', 'TensorFlow', 'Pandas', 'NumPy', 'Scikit-learn', 'MATLAB']",1-3,"Intermediate AI/ML workshops, talks from data/tech professionals","['technology', 'energy', 'finance', 'insurance']"
71c4a20646d949cb01531d4182000255,Texas A&M University,,['Computer Science & Engineering'],[],"(18, 20]",Fr,FALSE,2,"['Excel', 'Python', 'Pandas']",4-7,"Everything AI, basics to advanced","['technology', 'education', 'retail']"
ad85495659f0ede5ad7301029189c0eb,Texas A&M University,,['Computer Science & Engineering'],[],"(15, 18]",Fr,FALSE,2,"['Python', 'SQL', 'cloud']",1-3,,['technology']
81ed4c5e3200827a050e1cdc8300888b,Oregon State University,,['Computer Science & Engineering'],[],"(18, 20]",Fr,FALSE,1,"['Excel', 'Python']",0,,['technology']
e3196923b32c2d7c67252f2d2e299d11,Texas A&M University,,['Civil Engineering'],[],"(20, 22]",Sr,TRUE,2,"['Excel', 'Python', 'NumPy', 'MATLAB']",1-3,,"['technology', 'energy', 'transportation']"
